threshold,score,balanced_accuracy,macro_f1,failure_recall,success_recall,min_class_recall,actual_failure_rate,predicted_failure_rate,class_rate_gap,false_success,false_failure
0.5099999999999999,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.5199999999999999,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.5299999999999999,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.5399999999999999,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.5499999999999999,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.5599999999999999,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.57,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.58,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.59,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.6,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.61,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.62,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.63,0.829549902152642,0.8077299412915852,0.8365100671140939,0.6428571428571429,0.9726027397260274,0.6428571428571429,0.16091954022988506,0.12643678160919541,0.03448275862068964,5,2
0.6399999999999999,0.8009784735812133,0.7720156555772995,0.8066666666666666,0.5714285714285714,0.9726027397260274,0.5714285714285714,0.16091954022988506,0.11494252873563218,0.04597701149425287,6,2
0.6499999999999999,0.8009784735812133,0.7720156555772995,0.8066666666666666,0.5714285714285714,0.9726027397260274,0.5714285714285714,0.16091954022988506,0.11494252873563218,0.04597701149425287,6,2
0.6599999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.6699999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.6799999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.69,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.7,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.71,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.72,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.73,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.74,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.7499999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.7599999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.7699999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.7799999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.7899999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.7999999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.8099999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.82,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.83,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.84,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.8499999999999999,0.8009784735812133,0.7788649706457925,0.8246472790095019,0.5714285714285714,0.9863013698630136,0.5714285714285714,0.16091954022988506,0.10344827586206896,0.05747126436781609,6,1
0.8599999999999999,0.7724070450097849,0.7431506849315068,0.7918660287081339,0.5,0.9863013698630136,0.5,0.16091954022988506,0.09195402298850575,0.06896551724137931,7,1
0.8699999999999999,0.7724070450097849,0.7431506849315068,0.7918660287081339,0.5,0.9863013698630136,0.5,0.16091954022988506,0.09195402298850575,0.06896551724137931,7,1
0.8799999999999999,0.7724070450097849,0.7431506849315068,0.7918660287081339,0.5,0.9863013698630136,0.5,0.16091954022988506,0.09195402298850575,0.06896551724137931,7,1
0.8899999999999999,0.7438356164383562,0.7142857142857143,0.7740259740259741,0.42857142857142855,1.0,0.42857142857142855,0.16091954022988506,0.06896551724137931,0.09195402298850575,8,0
0.8999999999999999,0.7438356164383562,0.7142857142857143,0.7740259740259741,0.42857142857142855,1.0,0.42857142857142855,0.16091954022988506,0.06896551724137931,0.09195402298850575,8,0
0.9099999999999999,0.7152641878669277,0.6785714285714286,0.7341256366723259,0.35714285714285715,1.0,0.35714285714285715,0.16091954022988506,0.05747126436781609,0.10344827586206896,9,0
0.9199999999999999,0.7152641878669277,0.6785714285714286,0.7341256366723259,0.35714285714285715,1.0,0.35714285714285715,0.16091954022988506,0.05747126436781609,0.10344827586206896,9,0
0.9299999999999999,0.7152641878669277,0.6785714285714286,0.7341256366723259,0.35714285714285715,1.0,0.35714285714285715,0.16091954022988506,0.05747126436781609,0.10344827586206896,9,0
0.94,0.7152641878669277,0.6785714285714286,0.7341256366723259,0.35714285714285715,1.0,0.35714285714285715,0.16091954022988506,0.05747126436781609,0.10344827586206896,9,0
0.95,0.7152641878669277,0.6785714285714286,0.7341256366723259,0.35714285714285715,1.0,0.35714285714285715,0.16091954022988506,0.05747126436781609,0.10344827586206896,9,0
